# YHDA_VERSION=0.7.1
# TEST_SERVICE=SFHM
# PLANT_TYPE=EDUEDT
# STEP_ID=LFSM_O_50_4
# STEP_NAME=Sınırlı frekans hassasiyet modu — yüksek frekans / 50,4 Hz
# TESIS_ADI=YHDA Örnek SFHM EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=20
# DROOP_PERCENT=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw;soc_pct;stored_energy_mwh;dc_power_mw
16.8.2026 09:05:27,4s;3475;50,399936;34,951799;55,000000;20;63,215118;126,430236;35,370364
16.8.2026 09:05:27,5s;3476;50,400173;34,963962;55,000000;20;63,214633;126,429265;35,379933
16.8.2026 09:05:27,6s;3477;50,399322;35,022781;55,000000;20;63,214146;126,428292;35,438523
16.8.2026 09:05:27,7s;3478;50,400233;34,944607;55,000000;20;63,213661;126,427321;35,359125
16.8.2026 09:05:27,8s;3479;50,400128;35,032216;55,000000;20;63,213174;126,426348;35,464063
16.8.2026 09:05:27,9s;3480;50,399946;34,973268;55,000000;20;63,212688;126,425377;35,403007
16.8.2026 09:05:28,0s;3481;50,399945;35,082093;55,000000;20;63,212201;126,424402;35,501118
16.8.2026 09:05:28,1s;3482;50,400253;34,994168;55,000000;20;63,211715;126,423430;35,402302
16.8.2026 09:05:28,2s;3483;50,400170;35,068090;55,000000;20;63,211228;126,422456;35,465367
16.8.2026 09:05:28,3s;3484;50,399899;35,042089;55,000000;20;63,210741;126,421483;35,480445
16.8.2026 09:05:28,4s;3485;50,400083;35,033846;55,000000;20;63,210255;126,420510;35,418922
16.8.2026 09:05:28,5s;3486;50,399794;34,973544;55,000000;20;63,209769;126,419538;35,381823
16.8.2026 09:05:28,6s;3487;50,399573;35,024921;55,000000;20;63,209283;126,418565;35,443518
16.8.2026 09:05:28,7s;3488;50,400317;34,957435;55,000000;20;63,208797;126,417594;35,378110
16.8.2026 09:05:28,8s;3489;50,399561;34,999724;55,000000;20;63,208311;126,416622;35,373866
16.8.2026 09:05:28,9s;3490;50,400190;34,993845;55,000000;20;63,207825;126,415650;35,400435
16.8.2026 09:05:29,0s;3491;50,400434;35,008358;55,000000;20;63,207339;126,414677;35,415146
16.8.2026 09:05:29,1s;3492;50,399799;34,923732;55,000000;20;63,206854;126,413707;35,351429
16.8.2026 09:05:29,2s;3493;50,399764;34,891131;55,000000;20;63,206369;126,412738;35,277806
16.8.2026 09:05:29,3s;3494;50,400043;35,005257;55,000000;20;63,205883;126,411766;35,430911
16.8.2026 09:05:29,4s;3495;50,399848;34,996393;55,000000;20;63,205397;126,410794;35,394548
16.8.2026 09:05:29,5s;3496;50,399849;35,067774;55,000000;20;63,204910;126,409820;35,446368
16.8.2026 09:05:29,6s;3497;50,399600;34,903202;55,000000;20;63,204425;126,408850;35,341141
16.8.2026 09:05:29,7s;3498;50,399707;34,983328;55,000000;20;63,203939;126,407878;35,423609
16.8.2026 09:05:29,8s;3499;50,399679;34,915880;55,000000;20;63,203454;126,406908;35,350979
16.8.2026 09:05:29,9s;3500;50,399782;34,925662;55,000000;20;63,202969;126,405938;35,345631
16.8.2026 09:05:30,0s;3501;50,399674;35,072614;55,000000;20;63,202482;126,404964;35,465159
16.8.2026 09:05:30,1s;3502;50,399601;34,967447;55,000000;20;63,201996;126,403993;35,391991
16.8.2026 09:05:30,2s;3503;50,399601;34,993761;55,000000;20;63,201510;126,403021;35,391156
16.8.2026 09:05:30,3s;3504;50,399960;35,018436;55,000000;20;63,201024;126,402048;35,429739
16.8.2026 09:05:30,4s;3505;50,399928;34,958288;55,000000;20;63,200538;126,401077;35,414450
16.8.2026 09:05:30,5s;3506;50,400147;34,910321;55,000000;20;63,200054;126,400107;35,327805
16.8.2026 09:05:30,6s;3507;50,399800;34,958342;55,000000;20;63,199568;126,399136;35,355213
16.8.2026 09:05:30,7s;3508;50,399769;35,011127;55,000000;20;63,199082;126,398164;35,400203
16.8.2026 09:05:30,8s;3509;50,399481;34,944792;55,000000;20;63,198596;126,397193;35,336805
16.8.2026 09:05:30,9s;3510;50,400330;34,973349;55,000000;20;63,198111;126,396221;35,406615
16.8.2026 09:05:31,0s;3511;50,400227;34,925544;55,000000;20;63,197626;126,395251;35,316867
16.8.2026 09:05:31,1s;3512;50,399429;35,001866;55,000000;20;63,197139;126,394279;35,397752
16.8.2026 09:05:31,2s;3513;50,399964;35,027740;55,000000;20;63,196653;126,393306;35,472065
16.8.2026 09:05:31,3s;3514;50,400231;34,971728;55,000000;20;63,196167;126,392335;35,349258
16.8.2026 09:05:31,4s;3515;50,400181;35,023327;55,000000;20;63,195681;126,391362;35,418712
16.8.2026 09:05:31,5s;3516;50,399913;35,028823;55,000000;20;63,195194;126,390389;35,472282
16.8.2026 09:05:31,6s;3517;50,400059;35,023713;55,000000;20;63,194708;126,389416;35,413469
16.8.2026 09:05:31,7s;3518;50,399966;35,020592;55,000000;20;63,194221;126,388443;35,432654
16.8.2026 09:05:31,8s;3519;50,400582;34,970372;55,000000;20;63,193736;126,387472;35,352130
16.8.2026 09:05:31,9s;3520;50,399668;35,046118;55,000000;20;63,193249;126,386498;35,463479
16.8.2026 09:05:32,0s;3521;50,399876;35,010618;55,000000;20;63,192763;126,385526;35,392834
16.8.2026 09:05:32,1s;3522;50,400006;34,954551;55,000000;20;63,192277;126,384555;35,393267
16.8.2026 09:05:32,2s;3523;50,400393;35,058954;55,000000;20;63,191790;126,383581;35,531591
16.8.2026 09:05:32,3s;3524;50,400327;35,086328;55,000000;20;63,191303;126,382606;35,526858
16.8.2026 09:05:32,4s;3525;50,400037;35,028487;55,000000;20;63,190817;126,381633;35,459618
16.8.2026 09:05:32,5s;3526;50,400046;34,955744;55,000000;20;63,190331;126,380662;35,413902
16.8.2026 09:05:32,6s;3527;50,399676;35,004914;55,000000;20;63,189845;126,379690;35,387109
16.8.2026 09:05:32,7s;3528;50,400193;35,016755;55,000000;20;63,189359;126,378717;35,391884
16.8.2026 09:05:32,8s;3529;50,399904;35,008997;55,000000;20;63,188872;126,377745;35,433145
16.8.2026 09:05:32,9s;3530;50,399795;35,023653;55,000000;20;63,188386;126,376772;35,487755
16.8.2026 09:05:33,0s;3531;50,399853;34,957423;55,000000;20;63,187900;126,375801;35,368879
16.8.2026 09:05:33,1s;3532;50,399873;34,955465;55,000000;20;63,187415;126,374830;35,343195
16.8.2026 09:05:33,2s;3533;50,400218;34,968714;55,000000;20;63,186929;126,373858;35,339468
16.8.2026 09:05:33,3s;3534;50,399538;34,992983;55,000000;20;63,186443;126,372886;35,408401
16.8.2026 09:05:33,4s;3535;50,399993;34,977959;55,000000;20;63,185957;126,371915;35,417232
16.8.2026 09:05:33,5s;3536;50,400504;35,001275;55,000000;20;63,185471;126,370942;35,473927
16.8.2026 09:05:33,6s;3537;50,400274;34,953725;55,000000;20;63,184986;126,369971;35,328830
16.8.2026 09:05:33,7s;3538;50,399807;35,026861;55,000000;20;63,184499;126,368998;35,420337
16.8.2026 09:05:33,8s;3539;50,400345;35,108371;55,000000;20;63,184012;126,368023;35,535220
16.8.2026 09:05:33,9s;3540;50,399963;35,003698;55,000000;20;63,183525;126,367051;35,426230
16.8.2026 09:05:34,0s;3541;50,399896;34,941560;55,000000;20;63,183040;126,366080;35,382536
16.8.2026 09:05:34,1s;3542;50,400090;35,007512;55,000000;20;63,182554;126,365108;35,454391
16.8.2026 09:05:34,2s;3543;50,399771;34,991506;55,000000;20;63,182068;126,364136;35,334270
16.8.2026 09:05:34,3s;3544;50,399993;34,883202;55,000000;20;63,181583;126,363167;35,310453
16.8.2026 09:05:34,4s;3545;50,399729;34,993592;55,000000;20;63,181097;126,362195;35,384731
16.8.2026 09:05:34,5s;3546;50,400408;34,959223;55,000000;20;63,180612;126,361224;35,415263
16.8.2026 09:05:34,6s;3547;50,399857;35,006908;55,000000;20;63,180126;126,360251;35,411291
16.8.2026 09:05:34,7s;3548;50,399925;35,007095;55,000000;20;63,179639;126,359279;35,419952
16.8.2026 09:05:34,8s;3549;50,399849;35,004429;55,000000;20;63,179153;126,358307;35,444841
16.8.2026 09:05:34,9s;3550;50,400347;34,978078;55,000000;20;63,178668;126,357335;35,391969
16.8.2026 09:05:35,0s;3551;50,399694;34,947221;55,000000;20;63,178182;126,356364;35,399493
16.8.2026 09:05:35,1s;3552;50,399914;34,906940;55,000000;20;63,177697;126,355395;35,292921
16.8.2026 09:05:35,2s;3553;50,400506;34,912209;55,000000;20;63,177212;126,354425;35,337590
16.8.2026 09:05:35,3s;3554;50,399723;34,962376;55,000000;20;63,176727;126,353454;35,377154
16.8.2026 09:05:35,4s;3555;50,399932;34,945127;55,000000;20;63,176241;126,352483;35,322839
16.8.2026 09:05:35,5s;3556;50,400119;35,060078;55,000000;20;63,175755;126,351509;35,508998
16.8.2026 09:05:35,6s;3557;50,400560;34,998059;55,000000;20;63,175268;126,350537;35,398765
16.8.2026 09:05:35,7s;3558;50,400116;35,028998;55,000000;20;63,174782;126,349564;35,465773
16.8.2026 09:05:35,8s;3559;50,400154;34,970817;55,000000;20;63,174296;126,348592;35,341620
16.8.2026 09:05:35,9s;3560;50,399915;34,958954;55,000000;20;63,173811;126,347621;35,391793
16.8.2026 09:05:36,0s;3561;50,399268;35,002822;55,000000;20;63,173325;126,346649;35,378518
16.8.2026 09:05:36,1s;3562;50,400150;34,961091;55,000000;20;63,172839;126,345678;35,389451
16.8.2026 09:05:36,2s;3563;50,400104;34,950458;55,000000;20;63,172354;126,344707;35,367356
16.8.2026 09:05:36,3s;3564;50,400429;35,043880;55,000000;20;63,171867;126,343734;35,469795
16.8.2026 09:05:36,4s;3565;50,400815;35,024599;55,000000;20;63,171380;126,342761;35,402417
16.8.2026 09:05:36,5s;3566;50,400230;34,987073;55,000000;20;63,170894;126,341789;35,405742
16.8.2026 09:05:36,6s;3567;50,400300;34,995272;55,000000;20;63,170408;126,340817;35,404042
16.8.2026 09:05:36,7s;3568;50,400448;34,984398;55,000000;20;63,169923;126,339845;35,418181
16.8.2026 09:05:36,8s;3569;50,399951;35,006846;55,000000;20;63,169436;126,338873;35,389755
16.8.2026 09:05:36,9s;3570;50,399830;35,041317;55,000000;20;63,168950;126,337899;35,442456
16.8.2026 09:05:37,0s;3571;50,399908;35,083670;55,000000;20;63,168462;126,336925;35,553577
16.8.2026 09:05:37,1s;3572;50,399761;35,045642;55,000000;20;63,167976;126,335951;35,431052
16.8.2026 09:05:37,2s;3573;50,399607;34,996617;55,000000;20;63,167490;126,334979;35,422925
16.8.2026 09:05:37,3s;3574;50,399861;35,049942;55,000000;20;63,167003;126,334005;35,511335
16.8.2026 09:05:37,4s;3575;50,399905;34,990639;55,000000;20;63,166517;126,333033;35,389595
16.8.2026 09:05:37,5s;3576;50,400050;35,040493;55,000000;20;63,166030;126,332060;35,421546
16.8.2026 09:05:37,6s;3577;50,400311;34,975376;55,000000;20;63,165544;126,331089;35,393435
16.8.2026 09:05:37,7s;3578;50,400028;34,995969;55,000000;20;63,165058;126,330116;35,387561
16.8.2026 09:05:37,8s;3579;50,400041;35,070210;55,000000;20;63,164571;126,329142;35,509113
16.8.2026 09:05:37,9s;3580;50,399948;35,094764;55,000000;20;63,164084;126,328167;35,499927
16.8.2026 09:05:38,0s;3581;50,399653;35,047539;55,000000;20;63,163597;126,327194;35,494499
16.8.2026 09:05:38,1s;3582;50,400037;35,035106;55,000000;20;63,163110;126,326221;35,483654
16.8.2026 09:05:38,2s;3583;50,399570;34,877917;55,000000;20;63,162626;126,325252;35,296824
16.8.2026 09:05:38,3s;3584;50,400011;35,068343;55,000000;20;63,162139;126,324278;35,533049
16.8.2026 09:05:38,4s;3585;50,399532;35,039542;55,000000;20;63,161652;126,323304;35,450848
16.8.2026 09:05:38,5s;3586;50,399797;34,974881;55,000000;20;63,161166;126,322333;35,392081
16.8.2026 09:05:38,6s;3587;50,400215;34,991419;55,000000;20;63,160680;126,321361;35,439349
16.8.2026 09:05:38,7s;3588;50,400069;34,943545;55,000000;20;63,160195;126,320390;35,355788
16.8.2026 09:05:38,8s;3589;50,399996;35,004994;55,000000;20;63,159709;126,319418;35,421422
16.8.2026 09:05:38,9s;3590;50,399449;34,990571;55,000000;20;63,159223;126,318446;35,412958
16.8.2026 09:05:39,0s;3591;50,400095;34,893655;55,000000;20;63,158738;126,317477;35,325053
16.8.2026 09:05:39,1s;3592;50,400188;34,931826;55,000000;20;63,158253;126,316506;35,390157
16.8.2026 09:05:39,2s;3593;50,400630;35,003261;55,000000;20;63,157767;126,315534;35,375804
16.8.2026 09:05:39,3s;3594;50,400376;34,980653;55,000000;20;63,157281;126,314562;35,374813
16.8.2026 09:05:39,4s;3595;50,400126;35,006538;55,000000;20;63,156795;126,313590;35,413800
16.8.2026 09:05:39,5s;3596;50,400181;35,021166;55,000000;20;63,156309;126,312617;35,463401
16.8.2026 09:05:39,6s;3597;50,400445;34,984983;55,000000;20;63,155823;126,311645;35,407758
16.8.2026 09:05:39,7s;3598;50,399756;34,966859;55,000000;20;63,155337;126,310674;35,391175
16.8.2026 09:05:39,8s;3599;50,400212;35,009308;55,000000;20;63,154851;126,309702;35,420124
16.8.2026 09:05:39,9s;3600;50,399795;34,943035;55,000000;20;63,154365;126,308731;35,356339
16.8.2026 09:05:40,0s;3601;50,400248;35,020460;55,000000;20;63,153879;126,307758;35,408261
16.8.2026 09:05:40,1s;3602;50,400284;34,957114;55,000000;20;63,153394;126,306787;35,386840
16.8.2026 09:05:40,2s;3603;50,399952;34,997201;55,000000;20;63,152907;126,305815;35,412717
16.8.2026 09:05:40,3s;3604;50,400152;34,990014;55,000000;20;63,152422;126,304843;35,469776
16.8.2026 09:05:40,4s;3605;50,399908;35,038025;55,000000;20;63,151935;126,303870;35,463988
16.8.2026 09:05:40,5s;3606;50,399925;35,042404;55,000000;20;63,151448;126,302896;35,455295
16.8.2026 09:05:40,6s;3607;50,399915;35,002156;55,000000;20;63,150962;126,301924;35,382225
16.8.2026 09:05:40,7s;3608;50,399600;35,010864;55,000000;20;63,150476;126,300952;35,445422
16.8.2026 09:05:40,8s;3609;50,399715;35,022692;55,000000;20;63,149989;126,299979;35,433489
16.8.2026 09:05:40,9s;3610;50,400293;34,989215;55,000000;20;63,149503;126,299007;35,358139
16.8.2026 09:05:41,0s;3611;50,400206;35,037241;55,000000;20;63,149017;126,298034;35,476811
16.8.2026 09:05:41,1s;3612;50,400192;34,946006;55,000000;20;63,148531;126,297063;35,366169
16.8.2026 09:05:41,2s;3613;50,400439;35,058527;55,000000;20;63,148044;126,296089;35,486477
16.8.2026 09:05:41,3s;3614;50,399879;35,072009;55,000000;20;63,147557;126,295115;35,517951
16.8.2026 09:05:41,4s;3615;50,399603;35,022404;55,000000;20;63,147071;126,294142;35,494061
16.8.2026 09:05:41,5s;3616;50,399641;34,938461;55,000000;20;63,146586;126,293171;35,356553
16.8.2026 09:05:41,6s;3617;50,400164;34,989021;55,000000;20;63,146100;126,292199;35,413252
16.8.2026 09:05:41,7s;3618;50,399822;34,929581;55,000000;20;63,145615;126,291229;35,344489
16.8.2026 09:05:41,8s;3619;50,399522;34,953159;55,000000;20;63,145129;126,290258;35,410906
16.8.2026 09:05:41,9s;3620;50,399713;35,124012;55,000000;20;63,144641;126,289283;35,579248
16.8.2026 09:05:42,0s;3621;50,399865;35,066822;55,000000;20;63,144154;126,288309;35,486083
16.8.2026 09:05:42,1s;3622;50,400488;35,022652;55,000000;20;63,143668;126,287336;35,456555
16.8.2026 09:05:42,2s;3623;50,399581;35,012698;55,000000;20;63,143182;126,286363;35,499385
16.8.2026 09:05:42,3s;3624;50,399707;35,005206;55,000000;20;63,142695;126,285391;35,429295
16.8.2026 09:05:42,4s;3625;50,399943;35,002184;55,000000;20;63,142209;126,284418;35,448946
16.8.2026 09:05:42,5s;3626;50,400076;35,039977;55,000000;20;63,141723;126,283445;35,433331
16.8.2026 09:05:42,6s;3627;50,399957;34,845432;55,000000;20;63,141239;126,282477;35,224586
16.8.2026 09:05:42,7s;3628;50,400411;35,042738;55,000000;20;63,140752;126,281504;35,394763
16.8.2026 09:05:42,8s;3629;50,399753;34,996964;55,000000;20;63,140266;126,280532;35,441064
16.8.2026 09:05:42,9s;3630;50,400213;35,036300;55,000000;20;63,139779;126,279558;35,434278
16.8.2026 09:05:43,0s;3631;50,399989;35,021211;55,000000;20;63,139293;126,278586;35,490046
16.8.2026 09:05:43,1s;3632;50,400286;34,924413;55,000000;20;63,138808;126,277615;35,362334
16.8.2026 09:05:43,2s;3633;50,400402;34,991340;55,000000;20;63,138322;126,276643;35,405224
16.8.2026 09:05:43,3s;3634;50,399573;34,995770;55,000000;20;63,137836;126,275671;35,397269
16.8.2026 09:05:43,4s;3635;50,399768;34,956033;55,000000;20;63,137350;126,274700;35,397418
16.8.2026 09:05:43,5s;3636;50,399955;34,971508;55,000000;20;63,136864;126,273729;35,420967
16.8.2026 09:05:43,6s;3637;50,399962;35,076362;55,000000;20;63,136377;126,272755;35,490378
16.8.2026 09:05:43,7s;3638;50,399925;34,948707;55,000000;20;63,135892;126,271784;35,306432
16.8.2026 09:05:43,8s;3639;50,400201;34,971914;55,000000;20;63,135406;126,270812;35,427599
16.8.2026 09:05:43,9s;3640;50,400301;35,006783;55,000000;20;63,134920;126,269840;35,499984
16.8.2026 09:05:44,0s;3641;50,400042;35,016522;55,000000;20;63,134434;126,268867;35,407561
16.8.2026 09:05:44,1s;3642;50,399464;34,996534;55,000000;20;63,133948;126,267895;35,419869
16.8.2026 09:05:44,2s;3643;50,399704;34,927437;55,000000;20;63,133462;126,266925;35,346670
16.8.2026 09:05:44,3s;3644;50,400105;34,913021;55,000000;20;63,132978;126,265955;35,333872
16.8.2026 09:05:44,4s;3645;50,399979;34,871441;55,000000;20;63,132493;126,264986;35,260974
16.8.2026 09:05:44,5s;3646;50,400426;35,038381;55,000000;20;63,132007;126,264013;35,505096
16.8.2026 09:05:44,6s;3647;50,399903;34,988173;55,000000;20;63,131521;126,263041;35,413846
16.8.2026 09:05:44,7s;3648;50,399814;34,976230;55,000000;20;63,131035;126,262070;35,368605
16.8.2026 09:05:44,8s;3649;50,399938;35,013228;55,000000;20;63,130549;126,261097;35,452982
16.8.2026 09:05:44,9s;3650;50,399924;35,035124;55,000000;20;63,130062;126,260124;35,465589
16.8.2026 09:05:45,0s;3651;50,399947;34,971259;55,000000;20;63,129576;126,259153;35,332109
16.8.2026 09:05:45,1s;3652;50,400300;35,047349;55,000000;20;63,129089;126,258179;35,443836
16.8.2026 09:05:45,2s;3653;50,399936;34,951311;55,000000;20;63,128604;126,257208;35,385697
16.8.2026 09:05:45,3s;3654;50,399832;35,073675;55,000000;20;63,128117;126,256234;35,466260
16.8.2026 09:05:45,4s;3655;50,400317;35,014380;55,000000;20;63,127631;126,255261;35,413717
16.8.2026 09:05:45,5s;3656;50,400399;35,032733;55,000000;20;63,127144;126,254288;35,489347
16.8.2026 09:05:45,6s;3657;50,399988;35,081635;55,000000;20;63,126657;126,253314;35,494306
16.8.2026 09:05:45,7s;3658;50,400042;35,038402;55,000000;20;63,126170;126,252340;35,498863
16.8.2026 09:05:45,8s;3659;50,400351;35,084139;55,000000;20;63,125683;126,251366;35,568127
16.8.2026 09:05:45,9s;3660;50,399993;35,061306;55,000000;20;63,125196;126,250392;35,426864
16.8.2026 09:05:46,0s;3661;50,399713;34,999493;55,000000;20;63,124710;126,249420;35,377302
16.8.2026 09:05:46,1s;3662;50,399992;34,984250;55,000000;20;63,124224;126,248448;35,374764
16.8.2026 09:05:46,2s;3663;50,399774;34,996939;55,000000;20;63,123738;126,247476;35,446668
16.8.2026 09:05:46,3s;3664;50,399652;35,032637;55,000000;20;63,123251;126,246503;35,413659
16.8.2026 09:05:46,4s;3665;50,400138;35,105678;55,000000;20;63,122764;126,245527;35,463750
16.8.2026 09:05:46,5s;3666;50,400571;34,980407;55,000000;20;63,122278;126,244556;35,368188
16.8.2026 09:05:46,6s;3667;50,400463;35,020371;55,000000;20;63,121791;126,243583;35,468644
16.8.2026 09:05:46,7s;3668;50,399803;35,080067;55,000000;20;63,121304;126,242609;35,491104
16.8.2026 09:05:46,8s;3669;50,399955;34,987979;55,000000;20;63,120818;126,241637;35,423690
16.8.2026 09:05:46,9s;3670;50,399964;35,041469;55,000000;20;63,120332;126,240663;35,438958
16.8.2026 09:05:47,0s;3671;50,399841;34,943802;55,000000;20;63,119846;126,239693;35,394320
16.8.2026 09:05:47,1s;3672;50,399490;35,022452;55,000000;20;63,119360;126,238720;35,461949
16.8.2026 09:05:47,2s;3673;50,399996;35,055311;55,000000;20;63,118873;126,237746;35,507980
16.8.2026 09:05:47,3s;3674;50,399902;34,907135;55,000000;20;63,118388;126,236776;35,330058
16.8.2026 09:05:47,4s;3675;50,399996;34,864241;55,000000;20;63,117904;126,235808;35,305376
16.8.2026 09:05:47,5s;3676;50,399719;34,939478;55,000000;20;63,117419;126,234837;35,361134
16.8.2026 09:05:47,6s;3677;50,400178;35,045013;55,000000;20;63,116932;126,233864;35,487844
16.8.2026 09:05:47,7s;3678;50,399956;35,051000;55,000000;20;63,116445;126,232890;35,542742
16.8.2026 09:05:47,8s;3679;50,400444;34,986282;55,000000;20;63,115959;126,231918;35,404008
16.8.2026 09:05:47,9s;3680;50,400114;34,931389;55,000000;20;63,115474;126,230948;35,378171
16.8.2026 09:05:48,0s;3681;50,399965;35,030210;55,000000;20;63,114988;126,229975;35,444861
16.8.2026 09:05:48,1s;3682;50,399800;35,030455;55,000000;20;63,114501;126,229002;35,437997
16.8.2026 09:05:48,2s;3683;50,400128;34,930891;55,000000;20;63,114016;126,228032;35,386857
16.8.2026 09:05:48,3s;3684;50,399897;35,022369;55,000000;20;63,113529;126,227059;35,417222
16.8.2026 09:05:48,4s;3685;50,399799;34,982503;55,000000;20;63,113044;126,226087;35,410571
16.8.2026 09:05:48,5s;3686;50,400049;35,028746;55,000000;20;63,112557;126,225114;35,443362
16.8.2026 09:05:48,6s;3687;50,399590;34,976545;55,000000;20;63,112071;126,224142;35,404946
16.8.2026 09:05:48,7s;3688;50,400292;35,010119;55,000000;20;63,111585;126,223170;35,417107
16.8.2026 09:05:48,8s;3689;50,400153;34,906654;55,000000;20;63,111100;126,222200;35,309883
16.8.2026 09:05:48,9s;3690;50,400179;35,032706;55,000000;20;63,110614;126,221227;35,478746
16.8.2026 09:05:49,0s;3691;50,399733;34,916148;55,000000;20;63,110129;126,220257;35,332500
16.8.2026 09:05:49,1s;3692;50,400960;34,900757;55,000000;20;63,109644;126,219288;35,284326
16.8.2026 09:05:49,2s;3693;50,399709;34,959566;55,000000;20;63,109158;126,218317;35,325191
16.8.2026 09:05:49,3s;3694;50,400391;34,960884;55,000000;20;63,108673;126,217346;35,374038
16.8.2026 09:05:49,4s;3695;50,400059;35,028564;55,000000;20;63,108186;126,216373;35,449621
16.8.2026 09:05:49,5s;3696;50,400078;34,994416;55,000000;20;63,107700;126,215401;35,393616
16.8.2026 09:05:49,6s;3697;50,399759;34,971713;55,000000;20;63,107215;126,214429;35,366116
16.8.2026 09:05:49,7s;3698;50,399968;34,909418;55,000000;20;63,106730;126,213459;35,318741
16.8.2026 09:05:49,8s;3699;50,399853;34,999290;55,000000;20;63,106244;126,212487;35,409195
16.8.2026 09:05:49,9s;3700;50,400038;35,069212;55,000000;20;63,105757;126,211513;35,463408
16.8.2026 09:05:50,0s;3701;50,400104;35,013476;55,000000;20;63,105270;126,210540;35,438649
16.8.2026 09:05:50,1s;3702;50,399851;34,991168;55,000000;20;63,104784;126,209568;35,377137
16.8.2026 09:05:50,2s;3703;50,399647;35,031622;55,000000;20;63,104298;126,208595;35,447237
16.8.2026 09:05:50,3s;3704;50,399789;35,046949;55,000000;20;63,103811;126,207622;35,450550
16.8.2026 09:05:50,4s;3705;50,399354;34,961300;55,000000;20;63,103325;126,206651;35,391589
16.8.2026 09:05:50,5s;3706;50,400545;34,969457;55,000000;20;63,102840;126,205679;35,373656
16.8.2026 09:05:50,6s;3707;50,400052;34,977299;55,000000;20;63,102354;126,204708;35,391155
16.8.2026 09:05:50,7s;3708;50,400352;34,944936;55,000000;20;63,101869;126,203737;35,302481
16.8.2026 09:05:50,8s;3709;50,400488;35,007127;55,000000;20;63,101382;126,202765;35,412165
16.8.2026 09:05:50,9s;3710;50,399978;34,946715;55,000000;20;63,100897;126,201794;35,413796
16.8.2026 09:05:51,0s;3711;50,399651;34,983217;55,000000;20;63,100411;126,200822;35,374925
16.8.2026 09:05:51,1s;3712;50,399968;34,989727;55,000000;20;63,099925;126,199850;35,428007
16.8.2026 09:05:51,2s;3713;50,400328;35,078598;55,000000;20;63,099438;126,198876;35,505140
16.8.2026 09:05:51,3s;3714;50,399661;34,995407;55,000000;20;63,098952;126,197904;35,378460
16.8.2026 09:05:51,4s;3715;50,400529;35,006839;55,000000;20;63,098466;126,196931;35,355147
16.8.2026 09:05:51,5s;3716;50,399908;35,049290;55,000000;20;63,097979;126,195958;35,504776
16.8.2026 09:05:51,6s;3717;50,400107;35,027569;55,000000;20;63,097492;126,194985;35,430526
16.8.2026 09:05:51,7s;3718;50,400079;34,955311;55,000000;20;63,097007;126,194014;35,423494
16.8.2026 09:05:51,8s;3719;50,400194;34,996116;55,000000;20;63,096521;126,193042;35,410599
16.8.2026 09:05:51,9s;3720;50,400207;34,922329;55,000000;20;63,096036;126,192072;35,305139
16.8.2026 09:05:52,0s;3721;50,399767;34,923238;55,000000;20;63,095551;126,191101;35,361662
16.8.2026 09:05:52,1s;3722;50,399863;35,069546;55,000000;20;63,095064;126,190127;35,483138
16.8.2026 09:05:52,2s;3723;50,400050;34,953728;55,000000;20;63,094578;126,189156;35,376023
16.8.2026 09:05:52,3s;3724;50,399856;34,989725;55,000000;20;63,094092;126,188184;35,436117
16.8.2026 09:05:52,4s;3725;50,400125;34,968657;55,000000;20;63,093607;126,187213;35,380513
16.8.2026 09:05:52,5s;3726;50,399304;34,934266;55,000000;20;63,093121;126,186243;35,396567
16.8.2026 09:05:52,6s;3727;50,400279;34,953337;55,000000;20;63,092636;126,185272;35,363437
16.8.2026 09:05:52,7s;3728;50,400403;34,914489;55,000000;20;63,092151;126,184302;35,285031
16.8.2026 09:05:52,8s;3729;50,400199;35,026757;55,000000;20;63,091664;126,183329;35,409055
16.8.2026 09:05:52,9s;3730;50,400126;35,080711;55,000000;20;63,091177;126,182354;35,528843
16.8.2026 09:05:53,0s;3731;50,400439;35,014391;55,000000;20;63,090691;126,181382;35,455924
16.8.2026 09:05:53,1s;3732;50,400076;35,027233;55,000000;20;63,090204;126,180409;35,483395
16.8.2026 09:05:53,2s;3733;50,400652;35,027126;55,000000;20;63,089718;126,179436;35,504329
16.8.2026 09:05:53,3s;3734;50,400375;34,976696;55,000000;20;63,089232;126,178464;35,415833
16.8.2026 09:05:53,4s;3735;50,400067;34,984615;55,000000;20;63,088746;126,177493;35,436529
16.8.2026 09:05:53,5s;3736;50,400126;34,940263;55,000000;20;63,088261;126,176522;35,328583
