# YHDA_VERSION=0.7.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=EDUEDT
# STEP_ID=CHARGE_UE_MAX
# STEP_NAME=Sistemden enerji çekerken — düşük ikaz maksimum
# TESIS_ADI=YHDA Örnek Depolamalı GES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=60
# AUX_SOURCE_PNOM_MW=100
# ONLINE_TOTAL_MW=160
# MAX_ACCESSIBLE_POWER_MW=90
# Q_REQUIRED_OE_MVAR=40
# Q_REQUIRED_UE_MVAR=-40
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# TOTAL_UNIT_COUNT=2
# ONLINE_UNIT_COUNT=2
# STEP_Q_TARGET_MVAR=-40
# STEP_PSET_MW=-90
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar;soc_pct;stored_energy_mwh
16.8.2026 09:06:02,0s;363;153,924301;154,000000;-90,024042;-40,072274;0;-10,018068;-90,024042;-30,054205;69,526209;139,052418
16.8.2026 09:06:03,0s;364;153,943272;154,000000;-89,977703;-39,996821;0;-9,999205;-89,977703;-29,997616;69,536376;139,072752
16.8.2026 09:06:04,0s;365;153,937614;154,000000;-90,006645;-39,878869;0;-9,969717;-90,006645;-29,909152;69,550336;139,100672
16.8.2026 09:06:05,0s;366;153,934904;154,000000;-89,987734;-40,011152;0;-10,002788;-89,987734;-30,008364;69,561878;139,123756
16.8.2026 09:06:06,0s;367;153,987412;154,000000;-89,943816;-40,001979;0;-10,000495;-89,943816;-30,001484;69,572144;139,144288
16.8.2026 09:06:07,0s;368;153,912773;154,000000;-90,037911;-40,055246;0;-10,013811;-90,037911;-30,041434;69,589432;139,178865
16.8.2026 09:06:08,0s;369;153,953474;154,000000;-89,983702;-39,884683;0;-9,971171;-89,983702;-29,913512;69,599167;139,198334
16.8.2026 09:06:09,0s;370;153,938617;154,000000;-90,020200;-40,051759;0;-10,012940;-90,020200;-30,038819;69,613535;139,227071
16.8.2026 09:06:10,0s;371;153,908181;154,000000;-90,025633;-39,937367;0;-9,984342;-90,025633;-29,953025;69,626317;139,252635
16.8.2026 09:06:11,0s;372;153,927945;154,000000;-89,962063;-39,860386;0;-9,965096;-89,962063;-29,895289;69,635545;139,271090
16.8.2026 09:06:12,0s;373;153,910832;154,000000;-90,001553;-40,145686;0;-10,036422;-90,001553;-30,109265;69,650080;139,300160
16.8.2026 09:06:13,0s;374;153,937822;154,000000;-89,998766;-40,247552;0;-10,061888;-89,998766;-30,185664;69,662436;139,324872
16.8.2026 09:06:14,0s;375;153,869102;154,000000;-89,984127;-39,939335;0;-9,984834;-89,984127;-29,954501;69,674175;139,348351
16.8.2026 09:06:15,0s;376;153,900998;154,000000;-90,092801;-39,848862;0;-9,962216;-90,092801;-29,886647;69,692333;139,384667
16.8.2026 09:06:16,0s;377;153,935737;154,000000;-90,034591;-40,070035;0;-10,017509;-90,034591;-30,052526;69,701806;139,403613
16.8.2026 09:06:17,0s;378;153,923846;154,000000;-90,065796;-39,786965;0;-9,946741;-90,065796;-29,840224;69,715945;139,431890
16.8.2026 09:06:18,0s;379;153,883468;154,000000;-89,968024;-40,033417;0;-10,008354;-89,968024;-30,025063;69,723321;139,446643
16.8.2026 09:06:19,0s;380;153,931921;154,000000;-89,993886;-39,871141;0;-9,967785;-89,993886;-29,903356;69,737178;139,474356
16.8.2026 09:06:20,0s;381;153,936921;154,000000;-90,010864;-39,929158;0;-9,982290;-90,010864;-29,946869;69,750573;139,501147
16.8.2026 09:06:21,0s;382;153,905656;154,000000;-89,864855;-39,820869;0;-9,955217;-89,864855;-29,865652;69,755349;139,510697
16.8.2026 09:06:22,0s;383;153,888518;154,000000;-90,010550;-40,033715;0;-10,008429;-90,010550;-30,025286;69,775560;139,551119
16.8.2026 09:06:23,0s;384;153,932495;154,000000;-90,081974;-39,849672;0;-9,962418;-90,081974;-29,887254;69,791861;139,583721
16.8.2026 09:06:24,0s;385;153,934614;154,000000;-90,063214;-40,078376;0;-10,019594;-90,063214;-30,058782;69,803371;139,606743
16.8.2026 09:06:25,0s;386;153,934874;154,000000;-89,965457;-39,950391;0;-9,987598;-89,965457;-29,962793;69,810653;139,621306
16.8.2026 09:06:26,0s;387;153,907566;154,000000;-89,992385;-40,013798;0;-10,003450;-89,992385;-30,010349;69,824592;139,649183
16.8.2026 09:06:27,0s;388;153,925151;154,000000;-90,011883;-40,104606;0;-10,026151;-90,011883;-30,078454;69,838139;139,676277
16.8.2026 09:06:28,0s;389;153,928087;154,000000;-90,019457;-40,171148;0;-10,042787;-90,019457;-30,128361;69,851048;139,702097
16.8.2026 09:06:29,0s;390;153,919247;154,000000;-90,050675;-39,843854;0;-9,960964;-90,050675;-29,882891;69,865238;139,730476
16.8.2026 09:06:30,0s;391;153,935247;154,000000;-89,937227;-40,013291;0;-10,003323;-89,937227;-30,009968;69,871600;139,743200
16.8.2026 09:06:31,0s;392;153,923997;154,000000;-89,940895;-39,948388;0;-9,987097;-89,940895;-29,961291;69,884290;139,768581
16.8.2026 09:06:32,0s;393;153,951872;154,000000;-89,978434;-40,051856;0;-10,012964;-89,978434;-30,038892;69,898826;139,797652
16.8.2026 09:06:33,0s;394;153,935367;154,000000;-90,031599;-40,061900;0;-10,015475;-90,031599;-30,046425;69,914225;139,828450
16.8.2026 09:06:34,0s;395;153,912345;154,000000;-89,973769;-40,109622;0;-10,027405;-89,973769;-30,082216;69,923565;139,847129
16.8.2026 09:06:35,0s;396;153,923675;154,000000;-89,977573;-39,988200;0;-9,997050;-89,977573;-29,991150;69,936270;139,872539
16.8.2026 09:06:36,0s;397;153,918947;154,000000;-90,005428;-40,175811;0;-10,043953;-90,005428;-30,131858;69,950299;139,900597
16.8.2026 09:06:37,0s;398;153,924123;154,000000;-90,001120;-40,077443;0;-10,019361;-90,001120;-30,058083;69,962562;139,925124
16.8.2026 09:06:38,0s;399;153,922344;154,000000;-90,026085;-39,878734;0;-9,969684;-90,026085;-29,909051;69,976442;139,952884
16.8.2026 09:06:39,0s;400;153,917139;154,000000;-89,991693;-40,010337;0;-10,002584;-89,991693;-30,007753;69,987040;139,974079
16.8.2026 09:06:40,0s;401;153,896562;154,000000;-89,913465;-40,048795;0;-10,012199;-89,913465;-30,036596;69,995193;139,990385
16.8.2026 09:06:41,0s;402;153,914337;154,000000;-90,044567;-40,079501;0;-10,019875;-90,044567;-30,059626;70,014982;140,029964
16.8.2026 09:06:42,0s;403;153,918613;154,000000;-89,953189;-39,935510;0;-9,983877;-89,953189;-29,951632;70,022386;140,044773
16.8.2026 09:06:43,0s;404;153,886292;154,000000;-89,896825;-39,999317;0;-9,999829;-89,896825;-29,999488;70,031725;140,063450
16.8.2026 09:06:44,0s;405;153,947257;154,000000;-90,036091;-39,936862;0;-9,984215;-90,036091;-29,952646;70,052025;140,104050
16.8.2026 09:06:45,0s;406;153,909113;154,000000;-90,050127;-40,105764;0;-10,026441;-90,050127;-30,079323;70,065320;140,130639
16.8.2026 09:06:46,0s;407;153,901221;154,000000;-90,038280;-39,878491;0;-9,969623;-90,038280;-29,908868;70,077159;140,154317
16.8.2026 09:06:47,0s;408;153,954125;154,000000;-90,038252;-39,971659;0;-9,992915;-90,038252;-29,978745;70,089662;140,179325
16.8.2026 09:06:48,0s;409;153,914030;154,000000;-89,927115;-39,964863;0;-9,991216;-89,927115;-29,973647;70,095870;140,191740
16.8.2026 09:06:49,0s;410;153,934440;154,000000;-90,015731;-40,117814;0;-10,029454;-90,015731;-30,088361;70,113394;140,226787
16.8.2026 09:06:50,0s;411;153,920695;154,000000;-90,023671;-39,995256;0;-9,998814;-90,023671;-29,996442;70,126348;140,252696
16.8.2026 09:06:51,0s;412;153,913927;154,000000;-89,986673;-39,933273;0;-9,983318;-89,986673;-29,949955;70,136739;140,273479
16.8.2026 09:06:52,0s;413;153,942726;154,000000;-89,983042;-39,911828;0;-9,977957;-89,983042;-29,933871;70,149030;140,298059
16.8.2026 09:06:53,0s;414;153,946365;154,000000;-90,038305;-39,969635;0;-9,992409;-90,038305;-29,977226;70,164697;140,329394
16.8.2026 09:06:54,0s;415;153,961773;154,000000;-90,054621;-40,042216;0;-10,010554;-90,054621;-30,031662;70,178141;140,356281
16.8.2026 09:06:55,0s;416;153,960320;154,000000;-89,946941;-39,949462;0;-9,987365;-89,946941;-29,962096;70,184442;140,368884
16.8.2026 09:06:56,0s;417;153,949858;154,000000;-89,971917;-40,126997;0;-10,031749;-89,971917;-30,095248;70,198377;140,396755
16.8.2026 09:06:57,0s;418;153,948740;154,000000;-89,977411;-40,128680;0;-10,032170;-89,977411;-30,096510;70,211192;140,422383
16.8.2026 09:06:58,0s;419;153,945079;154,000000;-90,056957;-39,895184;0;-9,973796;-90,056957;-29,921388;70,228307;140,456613
16.8.2026 09:06:59,0s;420;153,908097;154,000000;-90,079625;-39,957065;0;-9,989266;-90,079625;-29,967799;70,242134;140,484267
16.8.2026 09:07:00,0s;421;153,960757;154,000000;-90,002486;-39,964481;0;-9,991120;-90,002486;-29,973361;70,250145;140,500290
16.8.2026 09:07:01,0s;422;153,941217;154,000000;-89,924152;-39,850622;0;-9,962655;-89,924152;-29,887966;70,258065;140,516130
16.8.2026 09:07:02,0s;423;153,921335;154,000000;-90,061239;-40,035728;0;-10,008932;-90,061239;-30,026796;70,278589;140,557179
16.8.2026 09:07:03,0s;424;153,930402;154,000000;-89,959061;-39,986867;0;-9,996717;-89,959061;-29,990150;70,285095;140,570190
16.8.2026 09:07:04,0s;425;153,891403;154,000000;-89,938746;-40,085980;0;-10,021495;-89,938746;-30,064485;70,296393;140,592786
16.8.2026 09:07:05,0s;426;153,941348;154,000000;-90,017822;-40,180240;0;-10,045060;-90,017822;-30,135180;70,313552;140,627104
16.8.2026 09:07:06,0s;427;153,947808;154,000000;-90,066371;-39,987580;0;-9,996895;-90,066371;-29,990685;70,328927;140,657854
16.8.2026 09:07:07,0s;428;153,934948;154,000000;-90,017636;-39,877012;0;-9,969253;-90,017636;-29,907759;70,338546;140,677092
16.8.2026 09:07:08,0s;429;153,947860;154,000000;-89,978180;-40,013968;0;-10,003492;-89,978180;-30,010476;70,348703;140,697406
16.8.2026 09:07:09,0s;430;153,921651;154,000000;-90,006947;-39,953860;0;-9,988465;-90,006947;-29,965395;70,362914;140,725828
16.8.2026 09:07:10,0s;431;153,920479;154,000000;-89,970167;-39,895016;0;-9,973754;-89,970167;-29,921262;70,373218;140,746437
16.8.2026 09:07:11,0s;432;153,943306;154,000000;-90,029470;-40,062688;0;-10,015672;-90,029470;-30,047016;70,389264;140,778528
16.8.2026 09:07:12,0s;433;153,922480;154,000000;-90,001360;-40,087590;0;-10,021898;-90,001360;-30,065693;70,400082;140,800163
16.8.2026 09:07:13,0s;434;153,930916;154,000000;-90,065480;-39,988449;0;-9,997112;-90,065480;-29,991336;70,416438;140,832876
16.8.2026 09:07:14,0s;435;153,936609;154,000000;-89,933156;-39,867742;0;-9,966935;-89,933156;-29,900806;70,420971;140,841942
16.8.2026 09:07:15,0s;436;153,949499;154,000000;-89,983956;-39,816370;0;-9,954093;-89,983956;-29,862278;70,436531;140,873061
16.8.2026 09:07:16,0s;437;153,893650;154,000000;-90,028330;-39,995783;0;-9,998946;-90,028330;-29,996838;70,451716;140,903431
16.8.2026 09:07:17,0s;438;153,952834;154,000000;-89,970457;-39,916273;0;-9,979068;-89,970457;-29,937205;70,460707;140,921414
16.8.2026 09:07:18,0s;439;153,946120;154,000000;-89,997418;-39,833652;0;-9,958413;-89,997418;-29,875239;70,474843;140,949686
16.8.2026 09:07:19,0s;440;153,968392;154,000000;-90,083459;-39,973184;0;-9,993296;-90,083459;-29,979888;70,492589;140,985177
16.8.2026 09:07:20,0s;441;153,908802;154,000000;-89,977545;-39,776965;0;-9,944241;-89,977545;-29,832724;70,498628;140,997255
16.8.2026 09:07:21,0s;442;153,941783;154,000000;-90,107658;-40,071114;0;-10,017779;-90,107658;-30,053336;70,519094;141,038188
16.8.2026 09:07:22,0s;443;153,944124;154,000000;-89,994721;-40,024075;0;-10,006019;-89,994721;-30,018056;70,524676;141,049352
16.8.2026 09:07:23,0s;444;153,979299;154,000000;-89,984178;-40,182919;0;-10,045730;-89,984178;-30,137189;70,536527;141,073053
16.8.2026 09:07:24,0s;445;153,914626;154,000000;-89,947700;-39,960549;0;-9,990137;-89,947700;-29,970412;70,546775;141,093550
16.8.2026 09:07:25,0s;446;153,929101;154,000000;-90,059491;-39,891926;0;-9,972982;-90,059491;-29,918945;70,566177;141,132354
16.8.2026 09:07:26,0s;447;153,972795;154,000000;-89,959584;-39,948474;0;-9,987119;-89,959584;-29,961356;70,572496;141,144993
16.8.2026 09:07:27,0s;448;153,944344;154,000000;-90,051087;-39,900534;0;-9,975133;-90,051087;-29,925400;70,590672;141,181343
16.8.2026 09:07:28,0s;449;153,955126;154,000000;-90,019562;-40,094848;0;-10,023712;-90,019562;-30,071136;70,601217;141,202434
16.8.2026 09:07:29,0s;450;153,907387;154,000000;-89,903708;-39,905520;0;-9,976380;-89,903708;-29,929140;70,606495;141,212990
16.8.2026 09:07:30,0s;451;153,955833;154,000000;-90,082567;-40,093158;0;-10,023289;-90,082567;-30,069868;70,630160;141,260321
16.8.2026 09:07:31,0s;452;153,964652;154,000000;-90,044429;-40,088251;0;-10,022063;-90,044429;-30,066188;70,640283;141,280566
16.8.2026 09:07:32,0s;453;153,941917;154,000000;-90,017256;-40,015486;0;-10,003871;-90,017256;-30,011614;70,651083;141,302167
16.8.2026 09:07:33,0s;454;153,927810;154,000000;-90,032309;-40,173222;0;-10,043305;-90,032309;-30,129916;70,664533;141,329065
16.8.2026 09:07:34,0s;455;153,966975;154,000000;-90,036147;-40,059989;0;-10,014997;-90,036147;-30,044992;70,677279;141,354559
16.8.2026 09:07:35,0s;456;153,968084;154,000000;-89,994042;-39,954273;0;-9,988568;-89,994042;-29,965705;70,687123;141,374247
16.8.2026 09:07:36,0s;457;153,917832;154,000000;-90,056267;-39,857046;0;-9,964261;-90,056267;-29,892784;70,703564;141,407127
16.8.2026 09:07:37,0s;458;153,928026;154,000000;-90,076353;-40,056034;0;-10,014009;-90,076353;-30,042026;70,717346;141,434693
16.8.2026 09:07:38,0s;459;153,970664;154,000000;-89,931562;-40,001869;0;-10,000467;-89,931562;-30,001402;70,720647;141,441293
16.8.2026 09:07:39,0s;460;153,976973;154,000000;-90,027877;-40,245024;0;-10,061256;-90,027877;-30,183768;70,739277;141,478554
16.8.2026 09:07:40,0s;461;153,976207;154,000000;-89,924625;-39,905059;0;-9,976265;-89,924625;-29,928794;70,745184;141,490369
16.8.2026 09:07:41,0s;462;153,943978;154,000000;-89,924931;-40,253526;0;-10,063382;-89,924931;-30,190145;70,757693;141,515387
16.8.2026 09:07:42,0s;463;153,961923;154,000000;-89,975907;-39,964533;0;-9,991133;-89,975907;-29,973399;70,773454;141,546908
16.8.2026 09:07:43,0s;464;153,989783;154,000000;-89,981565;-40,096223;0;-10,024056;-89,981565;-30,072168;70,786315;141,572629
16.8.2026 09:07:44,0s;465;153,968955;154,000000;-89,923972;-40,025757;0;-10,006439;-89,923972;-30,019318;70,795100;141,590201
16.8.2026 09:07:45,0s;466;153,981941;154,000000;-89,954838;-39,919696;0;-9,979924;-89,954838;-29,939772;70,809583;141,619167
16.8.2026 09:07:46,0s;467;153,977447;154,000000;-90,004904;-40,078667;0;-10,019667;-90,004904;-30,059000;70,825317;141,650635
16.8.2026 09:07:47,0s;468;153,933972;154,000000;-89,985400;-40,054698;0;-10,013675;-89,985400;-30,041024;70,836553;141,673106
16.8.2026 09:07:48,0s;469;153,936596;154,000000;-90,054111;-40,141900;0;-10,035475;-90,054111;-30,106425;70,853517;141,707034
16.8.2026 09:07:49,0s;470;153,971421;154,000000;-90,011482;-39,934711;0;-9,983678;-90,011482;-29,951033;70,863248;141,726496
16.8.2026 09:07:50,0s;471;153,967372;154,000000;-89,978614;-39,959285;0;-9,989821;-89,978614;-29,969463;70,873604;141,747208
16.8.2026 09:07:51,0s;472;153,954056;154,000000;-90,074742;-39,973729;0;-9,993432;-90,074742;-29,980297;70,892389;141,784779
16.8.2026 09:07:52,0s;473;153,973105;154,000000;-90,026118;-40,088531;0;-10,022133;-90,026118;-30,066399;70,901712;141,803424
16.8.2026 09:07:53,0s;474;154,003828;154,000000;-89,975555;-40,224240;0;-10,056060;-89,975555;-30,168180;70,910894;141,821788
16.8.2026 09:07:54,0s;475;153,938611;154,000000;-89,981115;-40,022488;0;-10,005622;-89,981115;-30,016866;70,923757;141,847513
16.8.2026 09:07:55,0s;476;154,006021;154,000000;-90,054645;-39,987217;0;-9,996804;-90,054645;-29,990413;70,941105;141,882210
16.8.2026 09:07:56,0s;477;153,986881;154,000000;-90,067741;-39,983306;0;-9,995826;-90,067741;-29,987479;70,954478;141,908957
16.8.2026 09:07:57,0s;478;153,969466;154,000000;-89,966763;-39,836607;0;-9,959152;-89,966763;-29,877455;70,960298;141,920596
16.8.2026 09:07:58,0s;479;153,939891;154,000000;-89,974629;-40,055002;0;-10,013750;-89,974629;-30,041251;70,973316;141,946631
16.8.2026 09:07:59,0s;480;153,976926;154,000000;-90,104211;-40,010533;0;-10,002633;-90,104211;-30,007900;70,994433;141,988866
16.8.2026 09:08:00,0s;481;153,967779;154,000000;-89,988175;-39,960002;0;-9,990000;-89,988175;-29,970001;70,999212;141,998423
16.8.2026 09:08:01,0s;482;153,993861;154,000000;-90,009391;-40,112921;0;-10,028230;-90,009391;-30,084691;71,013127;142,026255
16.8.2026 09:08:02,0s;483;153,978327;154,000000;-90,004419;-40,006744;0;-10,001686;-90,004419;-30,005058;71,025296;142,050592
16.8.2026 09:08:03,0s;484;153,966426;154,000000;-90,066839;-40,025893;0;-10,006473;-90,066839;-30,019419;71,041984;142,083967
16.8.2026 09:08:04,0s;485;153,987464;154,000000;-89,982487;-40,024917;0;-10,006229;-89,982487;-30,018688;71,048823;142,097645
16.8.2026 09:08:05,0s;486;153,985891;154,000000;-90,066907;-39,861768;0;-9,965442;-90,066907;-29,896326;71,067007;142,134014
16.8.2026 09:08:06,0s;487;153,984222;154,000000;-89,974972;-40,082782;0;-10,020696;-89,974972;-30,062087;71,073311;142,146621
16.8.2026 09:08:07,0s;488;153,980884;154,000000;-89,963059;-39,969061;0;-9,992265;-89,963059;-29,976796;71,085001;142,170003
16.8.2026 09:08:08,0s;489;154,014732;154,000000;-89,966510;-40,038701;0;-10,009675;-89,966510;-30,029026;71,097730;142,195460
16.8.2026 09:08:09,0s;490;153,945499;154,000000;-89,950782;-40,060054;0;-10,015014;-89,950782;-30,045041;71,109157;142,218315
16.8.2026 09:08:10,0s;491;154,007247;154,000000;-89,991519;-40,034125;0;-10,008531;-89,991519;-30,025594;71,124423;142,248846
16.8.2026 09:08:11,0s;492;153,978317;154,000000;-90,006113;-40,054216;0;-10,013554;-90,006113;-30,040662;71,137917;142,275834
16.8.2026 09:08:12,0s;493;153,995374;154,000000;-90,032430;-39,913395;0;-9,978349;-90,032430;-29,935046;71,152216;142,304432
16.8.2026 09:08:13,0s;494;153,976346;154,000000;-90,095463;-39,987236;0;-9,996809;-90,095463;-29,990427;71,169037;142,338073
16.8.2026 09:08:14,0s;495;153,999657;154,000000;-90,067172;-40,004282;0;-10,001070;-90,067172;-30,003211;71,179609;142,359218
16.8.2026 09:08:15,0s;496;154,036911;154,000000;-90,073916;-39,944910;0;-9,986228;-90,073916;-29,958683;71,192582;142,385163
16.8.2026 09:08:16,0s;497;153,980493;154,000000;-89,930315;-39,920353;0;-9,980088;-89,930315;-29,940265;71,195199;142,390399
16.8.2026 09:08:17,0s;498;153,966073;154,000000;-89,953907;-39,904065;0;-9,976016;-89,953907;-29,928049;71,209318;142,418637
16.8.2026 09:08:18,0s;499;154,015727;154,000000;-89,939714;-40,233133;0;-10,058283;-89,939714;-30,174850;71,220830;142,441660
16.8.2026 09:08:19,0s;500;153,975819;154,000000;-89,986670;-39,828237;0;-9,957059;-89,986670;-29,871178;71,236576;142,473152
16.8.2026 09:08:20,0s;501;154,017401;154,000000;-90,045330;-40,103626;0;-10,025907;-90,045330;-30,077720;71,253148;142,506296
16.8.2026 09:08:21,0s;502;153,998740;154,000000;-90,048632;-40,144611;0;-10,036153;-90,048632;-30,108458;71,265884;142,531768
16.8.2026 09:08:22,0s;503;153,984921;154,000000;-90,047524;-40,117682;0;-10,029421;-90,047524;-30,088262;71,278313;142,556627
16.8.2026 09:08:23,0s;504;153,992183;154,000000;-89,942772;-40,062789;0;-10,015697;-89,942772;-30,047092;71,283502;142,567004
16.8.2026 09:08:24,0s;505;154,013444;154,000000;-89,977561;-40,140119;0;-10,035030;-89,977561;-30,105089;71,298429;142,596859
16.8.2026 09:08:25,0s;506;154,001939;154,000000;-90,019172;-39,981378;0;-9,995345;-90,019172;-29,986034;71,313845;142,627689
16.8.2026 09:08:26,0s;507;154,033485;154,000000;-89,954465;-39,969123;0;-9,992281;-89,954465;-29,976842;71,321800;142,643600
16.8.2026 09:08:27,0s;508;154,007718;154,000000;-90,092379;-40,123131;0;-10,030783;-90,092379;-30,092348;71,344005;142,688010
16.8.2026 09:08:28,0s;509;154,027180;154,000000;-90,182994;-39,973352;0;-9,993338;-90,182994;-29,980014;71,362911;142,725823
16.8.2026 09:08:29,0s;510;153,968879;154,000000;-89,958719;-40,188288;0;-10,047072;-89,958719;-30,141216;71,359582;142,719163
16.8.2026 09:08:30,0s;511;153,997221;154,000000;-89,885923;-39,951628;0;-9,987907;-89,885923;-29,963721;71,366920;142,733839
16.8.2026 09:08:31,0s;512;154,049430;154,000000;-90,034217;-40,035381;0;-10,008845;-90,034217;-30,026536;71,389928;142,779857
16.8.2026 09:08:32,0s;513;154,003648;154,000000;-90,041171;-40,004543;0;-10,001136;-90,041171;-30,003407;71,402928;142,805855
16.8.2026 09:08:33,0s;514;153,992603;154,000000;-89,994358;-39,805127;0;-9,951282;-89,994358;-29,853845;71,412098;142,824196
16.8.2026 09:08:34,0s;515;154,027149;154,000000;-89,995909;-39,893870;0;-9,973467;-89,995909;-29,920402;71,424708;142,849416
16.8.2026 09:08:35,0s;516;154,021904;154,000000;-89,945340;-40,067106;0;-10,016776;-89,945340;-30,050329;71,433590;142,867181
16.8.2026 09:08:36,0s;517;153,997478;154,000000;-89,953279;-39,999359;0;-9,999840;-89,953279;-29,999520;71,446652;142,893303
16.8.2026 09:08:37,0s;518;153,991298;154,000000;-89,944694;-39,941716;0;-9,985429;-89,944694;-29,956287;71,458529;142,917057
16.8.2026 09:08:38,0s;519;154,015974;154,000000;-90,075226;-40,089419;0;-10,022355;-90,075226;-30,067064;71,480412;142,960824
16.8.2026 09:08:39,0s;520;154,052695;154,000000;-90,063357;-40,105639;0;-10,026410;-90,063357;-30,079229;71,492067;142,984134
16.8.2026 09:08:40,0s;521;154,013455;154,000000;-90,140180;-40,067536;0;-10,016884;-90,140180;-30,050652;71,510124;143,020248
16.8.2026 09:08:41,0s;522;154,029811;154,000000;-90,060823;-39,999507;0;-9,999877;-90,060823;-29,999630;71,516901;143,033802
16.8.2026 09:08:42,0s;523;154,049118;154,000000;-90,062135;-39,958155;0;-9,989539;-90,062135;-29,968616;71,529505;143,059010
16.8.2026 09:08:43,0s;524;154,017768;154,000000;-90,019923;-40,054520;0;-10,013630;-90,019923;-30,040890;71,538947;143,077894
16.8.2026 09:08:44,0s;525;154,017877;154,000000;-89,993515;-39,947093;0;-9,986773;-89,993515;-29,960320;71,549528;143,099056
16.8.2026 09:08:45,0s;526;153,997310;154,000000;-89,994758;-40,026620;0;-10,006655;-89,994758;-30,019965;71,562118;143,124236
16.8.2026 09:08:46,0s;527;153,983204;154,000000;-89,961676;-39,857958;0;-9,964490;-89,961676;-29,893469;71,572200;143,144400
16.8.2026 09:08:47,0s;528;154,029190;154,000000;-90,108818;-39,932080;0;-9,983020;-90,108818;-29,949060;71,595465;143,190930
16.8.2026 09:08:48,0s;529;154,024594;154,000000;-89,956881;-40,106960;0;-10,026740;-89,956881;-30,080220;71,596838;143,193676
16.8.2026 09:08:49,0s;530;154,042382;154,000000;-90,076555;-40,003212;0;-10,000803;-90,076555;-30,002409;71,618125;143,236249
16.8.2026 09:08:50,0s;531;154,015902;154,000000;-90,061423;-40,137782;0;-10,034445;-90,061423;-30,103336;71,629521;143,259043
16.8.2026 09:08:51,0s;532;154,023873;154,000000;-90,001616;-39,936844;0;-9,984211;-90,001616;-29,952633;71,637619;143,275238
16.8.2026 09:08:52,0s;533;154,044224;154,000000;-90,007676;-40,279823;0;-10,069956;-90,007676;-30,209867;71,650567;143,301134
16.8.2026 09:08:53,0s;534;154,048628;154,000000;-90,051748;-40,078406;0;-10,019602;-90,051748;-30,058805;71,666331;143,332662
16.8.2026 09:08:54,0s;535;154,027976;154,000000;-90,042867;-40,059954;0;-10,014988;-90,042867;-30,044965;71,678179;143,356359
16.8.2026 09:08:55,0s;536;153,979405;154,000000;-90,021273;-39,886819;0;-9,971705;-90,021273;-29,915115;71,689081;143,378161
16.8.2026 09:08:56,0s;537;154,032331;154,000000;-89,988325;-39,936299;0;-9,984075;-89,988325;-29,952225;71,699131;143,398262
16.8.2026 09:08:57,0s;538;154,050789;154,000000;-89,964730;-40,061295;0;-10,015324;-89,964730;-30,045971;71,709869;143,419739
16.8.2026 09:08:58,0s;539;154,055465;154,000000;-90,180213;-40,045240;0;-10,011310;-90,180213;-30,033930;71,738466;143,476932
16.8.2026 09:08:59,0s;540;153,980122;154,000000;-90,022595;-40,083563;0;-10,020891;-90,022595;-30,062672;71,739191;143,478383
16.8.2026 09:09:00,0s;541;154,047129;154,000000;-90,019922;-39,934107;0;-9,983527;-90,019922;-29,950580;71,751494;143,502988
16.8.2026 09:09:01,0s;542;154,038630;154,000000;-90,017265;-39,905995;0;-9,976499;-90,017265;-29,929497;71,763797;143,527595
16.8.2026 09:09:02,0s;543;154,037318;154,000000;-89,863230;-40,022511;0;-10,005628;-89,863230;-30,016884;71,764704;143,529409
16.8.2026 09:09:03,0s;544;154,041835;154,000000;-89,997207;-40,011171;0;-10,002793;-89,997207;-30,008378;71,787289;143,574579
16.8.2026 09:09:04,0s;545;154,067776;154,000000;-89,908743;-39,869978;0;-9,967494;-89,908743;-29,902483;71,793105;143,586210
16.8.2026 09:09:05,0s;546;154,022395;154,000000;-90,065736;-39,962944;0;-9,990736;-90,065736;-29,972208;71,817476;143,634952
16.8.2026 09:09:06,0s;547;154,058420;154,000000;-90,052309;-40,121265;0;-10,030316;-90,052309;-30,090949;71,828967;143,657934
16.8.2026 09:09:07,0s;548;154,042225;154,000000;-89,977965;-40,114650;0;-10,028663;-89,977965;-30,085988;71,835826;143,671652
16.8.2026 09:09:08,0s;549;154,025163;154,000000;-90,097411;-40,053878;0;-10,013470;-90,097411;-30,040409;71,857414;143,714828
